"","ensembl_gene_id","external_gene_name","original_ensembl_gene_id","gene_length","gene_biotype","entrezgene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PTP4A2","ENSG00000184007","PTP4A2","ENSG00000184007.16",6431,"protein_coding","8073",-0.0265323550398682,7.69906353845516,-0.288203190430483,0.773834767582739,0.836984971611316,-7.29560836032892
"SMIM4","ENSG00000168273","SMIM4","ENSG00000168273.6",2482,"protein_coding","440957",-0.0434571523703773,3.4290401692407,-0.288117753584699,0.773899959872099,0.836989297946594,-6.98252005906223
"SNHG6","ENSG00000245910","SNHG6","ENSG00000245910.7",1247,"processed_transcript","641638",-0.0460538188918855,6.03051014010615,-0.287486330552291,0.77438181525024,0.837444217978557,-7.27435197164854
"RTL8B","ENSG00000212747","RTL8B","ENSG00000212747.4",2026,"protein_coding","441518",-0.0531471743625365,1.97012155690248,-0.287364123605366,0.77447508476661,0.837478868640817,-6.73589727569328
"MARCH3","ENSG00000173926","MARCH3","ENSG00000173926.5",5179,"protein_coding","115123",-0.056250434399967,3.91623711711491,-0.286763491237063,0.774933541219677,0.837894688450393,-7.06562248913963
"FCGBP","ENSG00000275395","FCGBP","ENSG00000275395.3",12961,"protein_coding","8857",0.163681687525108,7.73412232502115,0.286699827896892,0.774982139463805,0.837894688450393,-7.29664303097989
"LRR1","ENSG00000165501","LRR1","ENSG00000165501.15",2359,"protein_coding","122769",-0.043818762322148,3.86709368854698,-0.286615204026812,0.775046739589571,0.837898300988473,-7.05475765766902
"VDAC2","ENSG00000165637","VDAC2","ENSG00000165637.12",2827,"protein_coding","7417",0.0258590246955865,6.4942302847509,0.286208969628203,0.775356872615662,0.838167336097133,-7.28879519350235
"ALDH1A3","ENSG00000184254","ALDH1A3","ENSG00000184254.15",5772,"protein_coding","220",0.0603400535826193,3.34063272045496,0.285851751013538,0.775629615433996,0.838395912747447,-6.96720003981838
"PSMD12","ENSG00000197170","PSMD12","ENSG00000197170.8",5364,"protein_coding","5718",-0.0263857250432702,5.99125231601738,-0.285573472358957,0.77584210566937,0.83855933001546,-7.27286648737301
"MUC17","ENSG00000169876","MUC17","ENSG00000169876.12",14579,"protein_coding","140453",-0.187372187459248,3.76061152551761,-0.285433384341127,0.775949081650294,0.838608686695063,-7.03952939426356
"ALDH1A1","ENSG00000165092","ALDH1A1","ENSG00000165092.11",2849,"protein_coding","216",0.0936686227958043,5.4551817870039,0.285195741484865,0.776130563706877,0.838693177658232,-7.24502701869869
"GOLGA8B","ENSG00000215252","GOLGA8B","ENSG00000215252.10",7670,"protein_coding","440270",-0.0855408502974093,2.49692706465779,-0.285170430967974,0.776149893463803,0.838693177658232,-6.81896711207026
"TBX15","ENSG00000092607","TBX15","ENSG00000092607.12",3806,"protein_coding","6913",0.094209289804764,-1.10788998244044,0.285055750952359,0.776237476878918,0.838721558476171,-6.36448821095372
"LTBR","ENSG00000111321","LTBR","ENSG00000111321.9",6280,"protein_coding","4055",0.0261739953057898,7.2754278118239,0.283841755377086,0.777164806622834,0.839574351615801,-7.29752708042201
"FZD4","ENSG00000174804","FZD4","ENSG00000174804.3",7383,"protein_coding","8322",-0.0345500472080214,3.75933305679792,-0.283755834109556,0.777230451188811,0.839574351615801,-7.03774286930939
"ZFYVE27","ENSG00000155256","ZFYVE27","ENSG00000155256.16",3899,"protein_coding","118813",0.0301799049697546,5.40905817471874,0.283705458946455,0.777268938985793,0.839574351615801,-7.24268883053897
"CCDC125","ENSG00000183323","CCDC125","ENSG00000183323.11",7932,"protein_coding","202243",-0.0325410705308418,4.23727679922173,-0.283701108194628,0.777272263087505,0.839574351615801,-7.11382624139113
"AOX1","ENSG00000138356","AOX1","ENSG00000138356.12",5556,"protein_coding","316",-0.0778260307249513,0.763745496201375,-0.283511467355024,0.77741715826425,0.839646524971166,-6.57203708815528
"HMGN4","ENSG00000182952","HMGN4","ENSG00000182952.4",1274,"protein_coding","10473",0.0293531584171189,6.05623959849891,0.283452971051659,0.777461853981563,0.839646524971166,-7.27620668191264
"PLIN2","ENSG00000147872","PLIN2","ENSG00000147872.8",5086,"protein_coding","123",-0.0596428715497721,5.85659807658958,-0.283227754036343,0.777633944253505,0.839766073701203,-7.26835163924756
"ZKSCAN2","ENSG00000155592","ZKSCAN2","ENSG00000155592.14",7970,"protein_coding","342357",-0.0373860750277957,2.41509532915445,-0.283072671783951,0.777752450391537,0.839827742674306,-6.80696224410594
"MATN3","ENSG00000132031","MATN3","ENSG00000132031.11",3118,"protein_coding","4148",0.0814603312283357,0.77555774662298,0.282751008868905,0.777998265927929,0.839994832912202,-6.57441611705956
"UBE2E3","ENSG00000170035","UBE2E3","ENSG00000170035.14",2973,"protein_coding","10477",-0.029801115565915,5.43558029385295,-0.282699451113018,0.778037668583334,0.839994832912202,-7.24278135641559
"ACBD5","ENSG00000107897","ACBD5","ENSG00000107897.17",4371,"protein_coding","91452",0.0351151931118592,5.80504097462706,0.282588868572294,0.778122182474936,0.839994832912202,-7.26541731567613
"VSIG2","ENSG00000019102","VSIG2","ENSG00000019102.10",1432,"protein_coding","23584",-0.159699802350236,2.53142747431237,-0.282548757165369,0.77815283870672,0.839994832912202,-6.82674563806922
"EVC","ENSG00000072840","EVC","ENSG00000072840.11",7148,"protein_coding","2121",-0.0713545283736932,2.640182671259,-0.282443538011044,0.778233256969497,0.840015347918938,-6.84437666526149
"MCM9","ENSG00000111877","MCM9","ENSG00000111877.16",12496,"protein_coding","254394",-0.028365915458298,3.7157318374002,-0.282117505948654,0.778482456314449,0.840185008336171,-7.03101912507328
"PLEKHS1","ENSG00000148735","PLEKHS1","ENSG00000148735.13",5402,"protein_coding","79949",0.073115194540665,4.99314643243923,0.282077166342005,0.778513291099037,0.840185008336171,-7.20659707512211
"VTI1B","ENSG00000100568","VTI1B","ENSG00000100568.9",5789,"protein_coding","10490",0.0250421813998356,5.8955462837135,0.281886168717102,0.77865929065484,0.840276274365042,-7.26995775257823
"TMEM45B","ENSG00000151715","TMEM45B","ENSG00000151715.6",3027,"protein_coding","120224",0.0653921303400358,6.94729142996802,0.281530685332146,0.778931045096279,0.84050322142844,-7.29701169850284
"FMOD","ENSG00000122176","FMOD","ENSG00000122176.10",3310,"protein_coding","2331",0.0684592525501397,5.88762061223816,0.281376038573763,0.779049275634822,0.840564486245412,-7.27136149202554
"F5","ENSG00000198734","F5","ENSG00000198734.9",7158,"protein_coding","2153",0.118388855117707,1.93544976089727,0.281154595582084,0.779218582275363,0.840668451302556,-6.7324757390159
"RUVBL1","ENSG00000175792","RUVBL1","ENSG00000175792.10",6860,"protein_coding","8607",-0.0245227027116153,6.29341022621002,-0.2810892370166,0.779268554910448,0.840668451302556,-7.28492904204758
"TERT","ENSG00000164362","TERT","ENSG00000164362.17",4616,"protein_coding","7015",0.0935568416311785,1.20128131656108,0.280749801260362,0.779528099675242,0.840839681693929,-6.63001403580352
"FKBP1B","ENSG00000119782","FKBP1B","ENSG00000119782.12",1677,"protein_coding","2281",-0.0751691061159079,0.413769058902835,-0.28072086452006,0.779550226901646,0.840839681693929,-6.53032139532319
"PEX6","ENSG00000124587","PEX6","ENSG00000124587.12",3499,"protein_coding","5190",-0.0545912457420048,5.23957613356243,-0.280573692610282,0.779662768515518,0.840846797404757,-7.2300697825729
"PPP2R3B","ENSG00000167393","PPP2R3B","ENSG00000167393.15",9015,"protein_coding","28227",0.0503134178993268,4.07019275059033,0.280532046710048,0.779694615776522,0.840846797404757,-7.09365650797972
"HIST1H2AG","ENSG00000196787","HIST1H2AG","ENSG00000196787.3",2250,"protein_coding","8969",-0.09481116449166,1.08044957966771,-0.28047106888912,0.779741247132764,0.840846797404757,-6.61340937726669
"SYN1","ENSG00000008056","SYN1","ENSG00000008056.11",3209,"protein_coding","6853",-0.0818589210330391,0.359423422600133,-0.280013201909998,0.780091415868871,0.841130027870989,-6.52439127545037
"MED29","ENSG00000063322","MED29","ENSG00000063322.12",3835,"protein_coding","55588",-0.0220959930005442,5.76970857925966,-0.279888379266948,0.780186885933144,0.841130027870989,-7.26488735343801
"EWSR1","ENSG00000182944","EWSR1","ENSG00000182944.16",10326,"protein_coding","2130",-0.0231540123074048,8.07606821359578,-0.279836723995905,0.780226395231637,0.841130027870989,-7.29607527032226
"NEIL3","ENSG00000109674","NEIL3","ENSG00000109674.3",2959,"protein_coding","55247",-0.0501613795875837,2.23541759568486,-0.279806026097332,0.7802498752469,0.841130027870989,-6.77876540269596
"MOCS2","ENSG00000164172","MOCS2","ENSG00000164172.17",6010,"protein_coding","4338",0.0265953208981733,4.69656184233154,0.279622010723428,0.780390628036055,0.841215463021291,-7.17659210029625
"APLNR","ENSG00000134817","APLNR","ENSG00000134817.10",3738,"protein_coding","187",0.0598960151369603,4.36906076271745,0.279345821341353,0.78060189816502,0.841376892285355,-7.13609408671778
"CCDC102B","ENSG00000150636","CCDC102B","ENSG00000150636.14",5807,"protein_coding","79839",0.0519272118219836,1.08982224463223,0.279108741341455,0.780783264836542,0.841506067010812,-6.6147631389594
"FAM117A","ENSG00000121104","FAM117A","ENSG00000121104.6",3836,"protein_coding","81558",0.0371015122010587,3.18980204142305,0.278949205718027,0.780905316728902,0.84157129863047,-6.94179241077278
"SAR1A","ENSG00000079332","SAR1A","ENSG00000079332.13",6914,"protein_coding","56681",-0.0246774059262291,6.57102071378081,-0.27875943517831,0.781050506828931,0.841590394085923,-7.2916661590158
"RNF10","ENSG00000022840","RNF10","ENSG00000022840.14",5911,"protein_coding","9921",-0.0201237930938181,7.31218602026779,-0.278708670258352,0.781089347491045,0.841590394085923,-7.29881009453729
"LAMTOR3","ENSG00000109270","LAMTOR3","ENSG00000109270.11",4226,"protein_coding","8649",-0.0306583574699131,5.15956196858778,-0.27868478571994,0.781107621941862,0.841590394085923,-7.22219817450162
"EOGT","ENSG00000163378","EOGT","ENSG00000163378.12",5645,"protein_coding","285203",-0.0303400810430414,4.0727964614815,-0.278384135691022,0.781337664696855,0.841771942164744,-7.08905734978952
"TRIM27","ENSG00000204713","TRIM27","ENSG00000204713.9",7986,"protein_coding","5987",0.0243954638645496,6.54756744846447,0.278133626752145,0.781529356785125,0.841824229261872,-7.29223061703563
"FAM206A","ENSG00000119328","FAM206A","ENSG00000119328.10",2758,"protein_coding","54942",-0.0311230732807894,4.47877848459771,-0.278086512251702,0.781565410806363,0.841824229261872,-7.14846066025407
"GALNT15","ENSG00000131386","GALNT15","ENSG00000131386.16",5679,"protein_coding","117248",-0.0774441939482468,0.981167283523306,-0.278079423505299,0.781570835458145,0.841824229261872,-6.60070442961679
"SIPA1L2","ENSG00000116991","SIPA1L2","ENSG00000116991.9",7641,"protein_coding","57568",-0.05068692660124,5.14147313902877,-0.277100680945222,0.78231992020073,0.842509955297205,-7.22168854202804
"LPAR5","ENSG00000184574","LPAR5","ENSG00000184574.8",3258,"protein_coding","57121",0.0526460116534926,4.4240844274806,0.277086633750202,0.782330672775976,0.842509955297205,-7.14570266365623
"ARFRP1","ENSG00000101246","ARFRP1","ENSG00000101246.18",7627,"protein_coding","10139",-0.0408327412602834,5.81695795325747,-0.276617444402909,0.78268984303759,0.842830394667624,-7.26860754474554
"RPP21","ENSG00000241370","RPP21","ENSG00000241370.4",1606,"protein_coding",NA,0.0388170462676167,3.31234090557866,0.276406962210074,0.782850985068265,0.842937555991791,-6.96489308672826
"SPOP","ENSG00000121067","SPOP","ENSG00000121067.16",6380,"protein_coding","8405",0.0243067214951047,5.71601731610512,0.276276641494989,0.782950761412582,0.842978629927684,-7.26293283975714
"CSF3","ENSG00000108342","CSF3","ENSG00000108342.11",2220,"protein_coding","1440",0.130877790625374,-0.217604686082017,0.275408355836084,0.783615632143134,0.843628068984949,-6.46067935670544
"SUPT16H","ENSG00000092201","SUPT16H","ENSG00000092201.8",7151,"protein_coding","11198",-0.0321743037979569,7.2487593147794,-0.275308951910351,0.783691758776591,0.843643623213144,-7.29947293360348
"SULF1","ENSG00000137573","SULF1","ENSG00000137573.12",9404,"protein_coding","23213",-0.0831492847625919,7.38509365759858,-0.275042832827938,0.78389557144304,0.843796618100095,-7.29951211014177
"LSM3","ENSG00000170860","LSM3","ENSG00000170860.3",3815,"protein_coding","27258",-0.0313565238937379,5.48581375698987,-0.274523397078997,0.784293435181916,0.844158451874271,-7.24877264745535
"RPL38","ENSG00000172809","RPL38","ENSG00000172809.11",3829,"protein_coding","6169",-0.030030806396022,8.56318265139202,-0.274216872005119,0.784528246091199,0.844344743885075,-7.294090892996
"PRIM1","ENSG00000198056","PRIM1","ENSG00000198056.12",2437,"protein_coding","5557",-0.0402244772933833,3.71078696149922,-0.273997327342755,0.784696438653985,0.844459314548325,-7.03281207006013
"SLC35F2","ENSG00000110660","SLC35F2","ENSG00000110660.13",3717,"protein_coding","54733",-0.0342719898037016,5.50004787126971,-0.273662044370017,0.784953317735213,0.844669300604377,-7.25040423372829
"VPS26B","ENSG00000151502","VPS26B","ENSG00000151502.9",6483,"protein_coding","112936",0.0203778250652853,6.03098148587683,0.273498273374184,0.785078800531712,0.844737872378285,-7.27904729233852
"TMEM94","ENSG00000177728","TMEM94","ENSG00000177728.13",8854,"protein_coding","9772",-0.0345381267445504,6.43758389927574,-0.273386922540675,0.785164121774855,0.844763223286122,-7.29073733737245
"NIPSNAP3A","ENSG00000136783","NIPSNAP3A","ENSG00000136783.9",2585,"protein_coding","25934",-0.033774057886192,4.71065978821377,-0.273154168100956,0.785342475549352,0.844888656643388,-7.17861576765914
"TERF2IP","ENSG00000166848","TERF2IP","ENSG00000166848.5",3379,"protein_coding",NA,-0.0224108489574881,5.47756452901056,-0.272605135305551,0.785763230693467,0.845274830469936,-7.24855069120822
"HIP1R","ENSG00000130787","HIP1R","ENSG00000130787.12",7102,"protein_coding","9026",-0.0368042802935475,6.24187398412403,-0.272282331410846,0.786010643429092,0.84541449583202,-7.28601352672941
"PLA2G16","ENSG00000176485","PLA2G16","ENSG00000176485.9",3104,"protein_coding","11145",0.0633369714181686,4.93957609355889,0.272274456274088,0.786016679594663,0.84541449583202,-7.20618043203154
"CALCOCO2","ENSG00000136436","CALCOCO2","ENSG00000136436.13",8333,"protein_coding","10241",0.0290439603645982,6.59993849319765,0.272006958825323,0.78622171984444,0.845568539395522,-7.29437536142617
"RRP8","ENSG00000132275","RRP8","ENSG00000132275.9",6922,"protein_coding","23378",-0.022368425059148,4.51929679050282,-0.271917382951471,0.786290384277305,0.845575900318026,-7.15629535161117
"HARS","ENSG00000170445","HARS","ENSG00000170445.11",8436,"protein_coding","3035",0.0181994235590945,6.06664291798144,0.271499251277121,0.786610925667975,0.845854107019383,-7.28074848143957
"MFAP2","ENSG00000117122","MFAP2","ENSG00000117122.12",2915,"protein_coding","4237",0.0683812232364533,4.05832080749866,0.27085510895784,0.787104799615138,0.846318642334396,-7.0936635707285
"GAL3ST1","ENSG00000128242","GAL3ST1","ENSG00000128242.11",3017,"protein_coding","9514",-0.0936193370539946,2.0179429821066,-0.269300988311153,0.788296726057564,0.847533612562126,-6.74876708987593
"GRK5","ENSG00000198873","GRK5","ENSG00000198873.11",7000,"protein_coding","2869",-0.0450044409992323,4.32550633645819,-0.269160365676058,0.788404600912328,0.847582970311941,-7.13034020151359
"TBX6","ENSG00000149922","TBX6","ENSG00000149922.9",3137,"protein_coding","6911",0.0616407204957188,0.739589128134176,0.268713251914727,0.788747619544939,0.847820349881997,-6.57383102144936
"RAB11FIP5","ENSG00000135631","RAB11FIP5","ENSG00000135631.14",5932,"protein_coding","26056",-0.0310988106572943,5.16199217356356,-0.268693731659637,0.788762596125885,0.847820349881997,-7.22638354409204
"MRPS23","ENSG00000181610","MRPS23","ENSG00000181610.11",6379,"protein_coding","51649",0.0258388086041927,5.68028015240279,0.268602265063079,0.788832773360207,0.847820349881997,-7.26401303181436
"CDC42EP3","ENSG00000163171","CDC42EP3","ENSG00000163171.7",10406,"protein_coding","10602",-0.0413132902698097,4.46392187346854,-0.268549388318949,0.788873343540589,0.847820349881997,-7.14776073352447
"CPPED1","ENSG00000103381","CPPED1","ENSG00000103381.10",6484,"protein_coding","55313",0.0467398092476756,4.95817104925956,0.268300663241016,0.789064188005288,0.847939323738079,-7.2090982194695
"DDX23","ENSG00000174243","DDX23","ENSG00000174243.8",5419,"protein_coding","9416",0.0170106580097436,7.24113667825245,0.268243525245556,0.789108031281036,0.847939323738079,-7.3017603743047
"COX18","ENSG00000163626","COX18","ENSG00000163626.15",6976,"protein_coding","285521",0.0347315176960956,4.55651822528927,0.267738380744506,0.789495669586244,0.848289219842941,-7.16415135007275
"MANBAL","ENSG00000101363","MANBAL","ENSG00000101363.11",2045,"protein_coding","63905",0.0254675146858245,6.00121250568911,0.267376393718854,0.789773484137067,0.848470063220093,-7.27986656913022
"FNDC1","ENSG00000164694","FNDC1","ENSG00000164694.15",6854,"protein_coding","84624",-0.0949484983083595,4.62438784870114,-0.267316751575801,0.78981926036025,0.848470063220093,-7.16891798520632
"KTI12","ENSG00000198841","KTI12","ENSG00000198841.3",1714,"protein_coding","112970",0.0263402040854017,3.24837175834352,0.267276604554602,0.789850074205398,0.848470063220093,-6.95559923250819
"RHOB","ENSG00000143878","RHOB","ENSG00000143878.9",2372,"protein_coding","388",-0.0462923403489377,7.54444283972974,-0.267188658882216,0.789917575880507,0.848475938659775,-7.30190339619753
